FID,roof,road,watr,conc,Veg,dry,irr,H,W
0,0.681919392,0,0,0.017280608,0.2848,0.016,0,8.208,5.376
1,0.629013108,0,0,0.036586892,0.1824,0.152,0,7.152,8.544
2,0.017835372,0,0,0.371395397,0.363076924,0.247692308,0,0.261538462,29.21538462
3,0.145040248,0,0,0.238959752,0.2656,0.3504,0,1.952,24.144
4,0.596910692,0,0,0.041489308,0.2496,0.112,0,7.136,8.592
5,0,0,0,0,0.8816,0.1184,0,2.592,22.224
6,0,0,0,0.7392,0.1216,0.1392,0,0,30
7,0,0,0.306153846,0.25076923,0.32923077,0.113846154,0,0,30
8,0.123375043,0,0,0.790224957,0.0448,0.0416,0,1.264,26.208
9,0.017394152,0,0,0.669005848,0.2688,0.0448,0,0.208,29.376
10,0,0,0,0.4176,0.4992,0.0832,0,0,30
11,0.102463728,0,0,0.043690118,0.572307692,0.281538462,0,3.030769231,20.90769231
12,0,0,0,0,0.7888,0.2112,0,2.112,23.664
13,0,0,0,0.2496,0.5568,0.1936,0,0,30
14,0,0,0.0016,0,0.5968,0.4016,0,0,30
15,0.138298477,0,0,0.068101523,0.2176,0.576,0,2.112,23.664
16,0.544615385,0,0,0.090769231,0.236923076,0.127692308,0,6.461538462,10.61538462
17,0.148353741,0,0,0.037246259,0.5696,0.2448,0,3.76,18.72
18,0,0,0,0,0.6368,0.3632,0,1.984,24.048
19,0,0,0,0,0.5856,0.4144,0,1.424,25.728
20,0,0,0.0032,0,0.576,0.4208,0,0.608,28.176
21,0,0,0,0,0.612307692,0.387692308,0,0,30
22,0,0,0,0,0.184,0.816,0,0,30
23,0,0,0,0,0.136,0.864,0,0,30
24,0,0,0,0,0.184,0.816,0,0,30
25,0,0,0,0,0.128,0.872,0,0,30
26,0,0,0,0,0.029230769,0.970769231,0,0,30
27,0,0,0,0,0.1328,0.8672,0,0.096,29.712
28,0,0,0,0,0.3312,0.6688,0,0.144,29.568
29,0,0,0,0.56,0.0576,0.3824,0,0,30
30,0,0,0,0.329230769,0.181538462,0.489230769,0,0,30
31,0,0,0,0.1344,0.3776,0.488,0,0,30
32,0,0,0,0.0448,0.6272,0.328,0,0,30
33,0,0,0,0,0.7552,0.2448,0,0,30
34,0,0,0,0,0.8256,0.1744,0,0,30
35,0,0,0,0.038461539,0.486153846,0.475384615,0,0,30
36,0,0,0.0064,0,0.688,0.3056,0,0,30
37,0,0,0.0032,0,0.3456,0.6512,0,0,30
38,0,0,0.0208,0,0.656,0.3232,0,0,30
39,0,0,0.032,0,0.4944,0.4736,0,0,30
40,0,0,0.016923077,0,0.403076923,0.58,0,0,30
41,0,0,0.0272,0,0.2704,0.7024,0,0,30
42,0,0,0.0224,0,0.2896,0.688,0,0,30
43,0,0,0,0,0.3792,0.6208,0,0.576,28.272
44,0,0,0.0064,0,0.2784,0.7152,0,1.024,26.928
45,0,0,0,0,0.049230769,0.950769231,0,0,30
46,0.451701799,0,0,0.156298201,0.0288,0.3632,0,4.624,16.128
47,0.8416,0,0,0.144,0,0.0144,0,8.416,4.752
48,0.01412887,0,0,0.73627113,0.0288,0.2208,0,0.144,29.568
49,0.117410641,0,0,0.559512436,0.083076924,0.24,0,1.246153846,26.26153846
50,0.501868635,0,0,0.358931365,0.0128,0.1264,0,5.056,14.832
51,0.230838307,0,0,0.455561693,0.064,0.2496,0,2.416,22.752
52,0.658047552,0,0,0.255552448,0.0032,0.0832,0,6.592,10.224
53,0.75450411,0,0,0.17509589,0.0096,0.0608,0,7.584,7.248
54,0.387978977,0,0,0.230482561,0.24923077,0.132307692,0,4.661538462,16.01538462
55,0.309537391,0,0,0.381662609,0.0896,0.2192,0,3.296,20.112
56,0.157601629,0,0,0.527198371,0.2016,0.1136,0,1.808,24.576
57,0.129366154,0,0,0.601833846,0.2016,0.0672,0,1.472,25.584
58,0.111466667,0,0,0.222933333,0.4256,0.24,0,1.824,24.528
59,0.00766954,0,0,0.596945844,0.246153846,0.149230769,0,0.092307692,29.72307692
60,0,0,0,0.8544,0.0704,0.0752,0,0,30
61,0.223574144,0,0,0.576425856,0.0832,0.1168,0,2.352,22.944
62,0.467602703,0,0,0.445997297,0.0672,0.0192,0,4.848,15.456
63,0.442342505,0,0,0.218457495,0.2368,0.1024,0,2.89184,14.352
64,0.150090779,0,0,0.063755375,0.563076924,0.223076923,0,1.998153846,19.56923077
65,0,0,0,0,0.8768,0.0704,0.0528,0,30
66,0,0,0,0,0.6752,0.2928,0.032,0.016,29.952
67,0,0,0,0,0.9504,0.016,0.0336,0,30
68,0,0,0,0,0.9344,0.0384,0.0272,0,30
69,0,0,0,0,0.890769231,0.107692308,0.001538462,0.276,28.2
70,0.495172414,0,0,0.079227586,0.336,0.0896,0,2.944,10.8
71,0.056409756,0,0,0.257190244,0.4224,0.264,0,0.43424,27.168
72,0.430742569,0,0,0.020457431,0.368,0.1696,0.0112,2.78944,11.808
73,0.363806428,0,0,0.006962802,0.56923077,0.053846154,0.006153846,2.958153846,10.70769231
74,0.117048128,0,0,0.266951872,0.4288,0.1808,0.0064,0.83904,24.528
75,0.043128358,0,0,0.001671642,0.768,0.168,0.0192,1.89888,17.616
76,0.180338983,0,0,0.019661017,0.544,0.2544,0.0016,1.95776,17.232
77,0.236870244,0,0,0.308729756,0.2208,0.2336,0,1.31008,21.456
78,0.067973925,0,0,0.007410691,0.756923076,0.136923077,0.030769231,1.882461538,17.72307692
79,0.373035411,0,0,0.030164589,0.4768,0.1104,0.0096,2.73056,12.192
80,0.17337284,0,0,0.04102716,0.608,0.1584,0.0192,1.92832,17.424
81,0.118942609,0,0,0.045857391,0.7744,0.0576,0.0032,1.83264,18.048
82,0.008046209,0,0,0.003153791,0.864,0.1248,0,1.46464,20.448
83,0,0,0,0,0.724615385,0.26,0.015384615,1.521538462,20.07692308
84,0.069903797,0,0,0.118896203,0.6336,0.1648,0.0128,0.86112,24.384
85,0,0,0,0,0.7584,0.2272,0.0144,0.4048,27.36
86,0,0,0,0,0.856,0.1408,0.0032,0.86112,24.384
87,0,0,0,0,0.8912,0.104,0.0048,0.33856,27.792
88,0.079153095,0,0,0.100846906,0.584615384,0.229230769,0.006153846,0.955384615,23.76923077
89,0.152297792,0,0,0.018902208,0.672,0.1376,0.0192,2.07552,16.464
90,0.512755094,0,0,0.064844906,0.384,0.0384,0,3.14272,9.504
91,0.06493577,0,0,0.36386423,0.368,0.2,0.0032,0.42688,27.216
92,0.62043298,0,0,0.067259327,0.166153846,0.146153846,0,3.198769231,9.138461538
93,0.266150158,0,0,0.122649842,0.2368,0.3664,0.008,1.59712,19.584
94,0.241491892,0,0,0.166508108,0.368,0.224,0,1.61184,19.488
95,0.305741463,0,0,0.067058537,0.304,0.3232,0,1.97984,17.088
96,0.057932673,0,0,0.052467327,0.1024,0.7872,0,0.39008,27.456
97,0.048733874,0,0,0.105112279,0.187692308,0.658461538,0,0.360923077,27.64615385
98,0.134926027,0,0,0.138673973,0.3872,0.3392,0,1.05984,23.088
99,0.038026667,0,0,0.259573333,0.5568,0.1456,0,0.33856,27.792
100,0.132306542,0,0,0.046893458,0.6688,0.1168,0.0352,1.74432,18.624
101,0.084495706,0,0,0.345904294,0.1824,0.3872,0,1.024,26.928
102,0,0,0,0.8448,0.0832,0.072,0,0,30
103,0,0,0,0.28,0.498461538,0.221538462,0,0,30
104,0.127783051,0,0,0.115416949,0.2688,0.488,0,1.984,24.048
105,0.556314483,0,0,0.101285517,0.0768,0.2656,0,5.888,12.336
106,0,0,0,0,0.728,0.272,0,1.664,25.008
107,0,0,0,0.7136,0.192,0.0944,0,0,30
108,0,0,0.26,0.310769231,0.304615384,0.124615385,0,0,30
109,0.7904,0,0,0.2096,0,0,0,7.904,6.288
110,0.8752,0,0,0.1248,0,0,0,8.752,3.744
111,0.553190977,0,0,0.213209023,0.1696,0.064,0,6.144,11.568
112,0.189056221,0,0,0.30171301,0.184615384,0.324615385,0,2.246153846,23.26153846
113,0.435585624,0,0,0.196414376,0.2496,0.1184,0,5.216,14.352
114,0.036072072,0,0,0.579927928,0.1888,0.1952,0,0.416,28.752
115,0,0,0.0016,0,0.8384,0.16,0,0,30
116,0.18785,0,0,0.05695,0.432,0.3232,0,3.536,19.392
117,0.886272,0,0,0.073728,0.003076924,0.036923077,0,8.876923077,3.369230769
118,0.594152047,0,0,0.218647953,0.016,0.1712,0,6,12
119,0.319071648,0,0,0.359328352,0.0992,0.2224,0,3.424,19.728
120,0.39362243,0,0,0.12157757,0.3392,0.1456,0,5.232,14.304
121,0.218816568,0,0,0.125183432,0.3936,0.2624,0,3.44,19.68
122,0.369418386,0,0,0.053658537,0.415384616,0.161538462,0,5.507692308,13.47692308
123,0,0,0,0,0.8704,0.1296,0,2.336,22.992
124,0,0,0,0,0.6704,0.3296,0,0.08,29.76
125,0,0,0.0016,0,0.712,0.2864,0,0,30
126,0,0,0.0016,0,0.4688,0.5296,0,0,30
127,0,0,0.001538462,0,0.336923077,0.661538462,0,0,30
128,0,0,0,0,0.0768,0.9232,0,0,30
129,0,0,0.0064,0,0.4176,0.576,0,0,30
130,0,0,0,0,0.5584,0.4416,0,0,30
131,0,0,0.033846154,0,0.636923077,0.329230769,0,0,30
132,0,0,0,0,0.6272,0.3728,0,0,30
133,0,0,0,0,0.3424,0.6576,0,0,30
134,0,0,0,0.128,0.0448,0.8272,0,0,30
135,0,0,0,0.3264,0.1088,0.5648,0,0,30
136,0,0,0,0.384615384,0.203076924,0.412307692,0,0,30
137,0,0,0,0.4736,0.3136,0.2128,0,0,30
138,0,0,0,0.6768,0.1568,0.1664,0,0,30
139,0,0,0,0.2256,0.6304,0.144,0,0,30
140,0,0,0,0,0.8,0.2,0,0,30
141,0,0,0.003076923,0,0.773846154,0.223076923,0,0,30
142,0,0,0.0096,0,0.6528,0.3376,0,0,30
143,0,0,0.0192,0,0.6208,0.36,0,0,30
144,0,0,0.0064,0,0.4496,0.544,0,0,30
145,0,0,0.024,0,0.3632,0.6128,0,0,30
146,0,0,0.035384615,0,0.498461539,0.466153846,0,0,30
147,0,0,0.0192,0,0.4864,0.4944,0,0.224,29.328
148,0,0,0.0176,0,0.64,0.3424,0,1.248,26.256
149,0.047208602,0,0.0064,0.109591398,0.5792,0.2576,0,1.344,25.968
150,0.119208277,0,0.004615385,0.265407107,0.283076924,0.327692308,0,1.630769231,25.10769231
151,0.510017591,0,0,0.222782409,0.208,0.0592,0,5.824,12.528
152,0.621224096,0,0,0.165975904,0.0192,0.1936,0,6.288,11.136
153,0.869164228,0,0,0.111635772,0.0064,0.0128,0,8.72,3.84
154,0.875903069,0,0,0.108096931,0.0128,0.0032,0,8.816,3.552
155,0.73862124,0,0,0.115224914,0.07076923,0.075384615,0,7.692307692,6.923076923
156,1,0,0,0,0,0,0,10,0
157,0.779856899,0,0,0.144943101,0.0288,0.0464,0,7.92,6.24
158,0.242751648,0,0,0.590848352,0.08,0.0864,0,2.544,22.368
159,0.001372949,0,0,0.617827051,0.2048,0.176,0,0.016,29.952
160,0,0,0,0.523076923,0.212307692,0.264615385,0,0,30
161,0,0,0,0.7392,0.1056,0.1552,0,0,30
162,0,0,0,0.8912,0.0224,0.0864,0,0,30
163,0.2256,0,0,0.6768,0.0128,0.0848,0,2.272,23.184
164,0.586055474,0,0,0.239544526,0.1024,0.072,0,6.224,11.328
165,0.415458659,0,0,0.419925956,0.055384616,0.107692308,0.001538462,4.292307692,17.12307692
166,0,0,0,0,0.9376,0.0528,0.0096,0.096,29.712
167,0,0,0,0,0.9168,0.0688,0.0144,0,30
168,0,0,0,0,0.8832,0.104,0.0128,0.02944,29.808
169,0.026150289,0,0,0.285849711,0.4832,0.1968,0.008,0.21344,28.608
170,0.374573207,0,0,0.010042177,0.40923077,0.204615385,0.001538462,2.639692308,12.78461538
171,0.261710983,0,0,0.002289017,0.5792,0.1536,0.0032,2.52448,13.536
172,0.26312,0,0,0.14168,0.4704,0.1184,0.0064,1.9136,17.52
173,0.10617971,0,0,0.04582029,0.8,0.048,0,1.77376,18.432
174,0.466210978,0,0,0.015327484,0.196923076,0.316923077,0.004615385,2.583076923,13.15384615
175,0.175496447,0,0,0.291703553,0.3264,0.2064,0,1.08928,22.896
176,0.256168421,0,0,0.014231579,0.5536,0.1712,0.0048,2.38464,14.448
177,0.302145345,0,0,0.016254655,0.4288,0.2496,0.0032,2.32576,14.832
178,0.142941799,0,0,0.348258201,0.2272,0.2816,0,0.8096,24.72
179,0.248107128,0,0,0.036508256,0.606153846,0.095384615,0.013846154,2.356615385,14.63076923
180,0.326820619,0,0,0.028379381,0.5312,0.1136,0,2.62752,12.864
181,0.041584615,0,0,0.203215385,0.5088,0.2464,0,0.39008,27.456
182,0.038326648,0,0,0.313673352,0.4128,0.232,0.0032,0.27968,28.176
183,0.17911049,0,0,0.04168951,0.4736,0.2976,0.008,1.70752,18.864
184,0.220580552,0,0,0.008650217,0.52,0.250769231,0,2.165538462,15.87692308
185,0.170248533,0,0,0.279351467,0.3008,0.2496,0,1.04512,23.184
186,0.289078963,0,0,0.099721037,0.3328,0.272,0.0064,1.89888,17.616
187,0.097046154,0,0,0.024553846,0.7552,0.1088,0.0144,1.83264,18.048
188,0.115144444,0,0,0.022455556,0.6464,0.208,0.008,1.77376,18.432
189,0.016571976,0,0,0.000351101,0.707692308,0.247692308,0.027692308,1.670153846,19.10769231
190,0.01911619,0,0,0.00168381,0.6304,0.3008,0.048,1.42048,20.736
191,0.426157518,0,0,0.020242482,0.448,0.1024,0.0032,2.944,10.8
192,0.106110345,0,0,0.145089655,0.6112,0.1328,0.0048,1.08192,22.944
193,0.142596387,0,0,0.303557459,0.378461538,0.173846154,0.001538462,0.934153846,23.90769231
194,0.248367816,0,0,0.047632184,0.5216,0.1664,0.016,2.14912,15.984
195,0.135324272,0,0,0.077475728,0.2336,0.5536,0,0.96416,23.712
196,0.026572308,0,0,0.176627692,0.0096,0.7872,0,0.12512,29.184
197,0.004135714,0,0,0.304664286,0.0992,0.592,0,0.02208,29.856
198,0.056153846,0,0,0.280769231,0.396923076,0.264615385,0.001538462,0.410461538,27.32307692
199,0.297655172,0,0,0.222344828,0.352,0.1248,0.0032,1.83264,18.048
200,0.017261538,0,0,0.064338462,0.6688,0.248,0.0016,0.4048,27.36
201,0.421856764,0,0,0.032543236,0.2976,0.2448,0.0032,2.576,13.2
202,0,0,0,0.887692308,0.107692308,0.004615385,0,0,30
203,0.010566038,0,0,0.949433963,0.036923076,0.003076923,0,0.107692308,29.67692308
204,0.003771561,0,0,0.329068676,0.378698224,0.288461538,0,0.059171598,29.82248521
205,0.164056338,0,0,0.355943662,0.052307692,0.427692308,0,1.723076923,24.83076923
206,0.224715285,0,0,0.306053946,0.123076924,0.346153846,0,2.507692308,22.47692308
207,0,0,0.001538462,0,0.51076923,0.487692308,0,0.092307692,29.72307692
208,0,0,0,0.778461538,0.095384616,0.126153846,0,0,30
209,0.01158465,0,0.300295858,0.160012983,0.357988166,0.170118343,0,0.236686391,29.28994083
210,0.638241758,0,0,0.106373626,0.04,0.215384615,0,6.553846154,10.33846154
211,1,0,0,0,0,0,0,10,0
212,1,0,0,0,0,0,0,10,0
213,0.908384885,0,0,0.066467186,0.00295858,0.022189349,0,9.097633136,2.707100592
214,0.455555555,0,0,0.301367522,0.147692308,0.095384615,0,5,15
215,0.273088637,0,0,0.171526747,0.323076924,0.232307692,0,3.723076923,18.83076923
216,0.001128476,0,0.001538462,0.426563833,0.31076923,0.26,0,0.015384615,29.95384615
217,0.008597285,0,0.001538462,0.020633484,0.673846154,0.295384615,0,1.076923077,26.76923077
218,0.631056001,0,0,0.194387786,0.082840236,0.091715976,0,6.627218935,10.1183432
219,0.627223476,0,0,0.020468832,0.067692308,0.284615385,0,6.6,10.2
220,0.026923077,0,0,0.016153846,0.701538462,0.255384615,0,2.461538462,22.61538462
221,0.371384616,0,0,0.065538461,0.356923076,0.206153846,0,5.230769231,14.30769231
222,0.976923077,0,0,0.023076923,0,0,0,9.769230769,0.692307692
223,1,0,0,0,0,0,0,10,0
224,0.778705036,0,0,0.033602656,0.086153846,0.101538462,0,8.2,5.4
225,0,0,0,0,0.355384616,0.644615385,0,0.907692308,27.27692308
226,0.00248139,0,0,0.074441687,0.036923076,0.886153846,0,0.030769231,29.90769231
227,0,0,0,0,0.238461538,0.761538462,0,0.153846154,29.53846154
228,0,0,0,0,0.310650888,0.689349112,0,0,30
229,0,0,0.001538462,0,0.509230769,0.489230769,0,0,30
230,0,0,0.003076923,0,0.666153846,0.330769231,0,0,30
231,0,0,0,0,0.630769231,0.369230769,0,0,30
232,0,0,0.00443787,0,0.804733727,0.190828402,0,0,30
233,0,0,0.001538462,0,0.712307693,0.286153846,0,0,30
234,0,0,0,0,0.976923077,0.023076923,0,0,30
235,0,0,0,0,0.563076923,0.436923077,0,0,30
236,0,0,0,0,0.338461538,0.661538462,0,0,30
237,0,0,0,0,0.331360947,0.668639053,0,0,30
238,0,0,0,0,0.532307692,0.467692308,0,0,30
239,0,0,0,0,0.276923077,0.723076923,0,0,30
240,0,0,0,0.19076923,0.015384616,0.793846154,0,0,30
241,0,0,0,0.123076923,0.384615384,0.492307692,0,0,30
242,0,0,0,0.301775148,0.103550296,0.594674556,0,0,30
243,0,0,0,0.346153847,0.276923076,0.376923077,0,0,30
244,0,0,0,0.361538462,0.396923076,0.241538462,0,0,30
245,0,0,0,0.183076923,0.72,0.096923077,0,0,30
246,0,0,0,0.112307692,0.587692308,0.3,0,0,30
247,0,0,0.00739645,0,0.585798817,0.406804734,0,0,30
248,0,0,0.003076923,0,0.78923077,0.207692308,0,0,30
249,0,0,0.010769231,0,0.763076923,0.226153846,0,0,30
250,0,0,0.012307692,0,0.687692308,0.3,0,0,30
251,0,0,0.01183432,0,0.772189349,0.215976331,0,0,30
252,0,0,0.010769231,0,0.667692308,0.321538462,0,0,30
253,0,0,0.015384615,0,0.692307693,0.292307692,0,0.046153846,29.86153846
254,0,0,0,0,0.836923077,0.163076923,0,1.738461538,24.78461538
255,0,0,0,0,0.856923077,0.136923077,0.006153846,2.169230769,23.49230769
256,0.300113025,0,0,0.060833721,0.594674556,0.044378698,0,5.473372781,13.57988166
257,0.713441296,0,0,0.048097166,0.23076923,0.007692308,0,8.215384615,5.353846154
258,0.969330638,0,0,0.021438593,0.00923077,0,0,9.738461538,0.784615385
259,0.455576611,0,0,0.472115696,0.043076924,0.029230769,0,4.661538462,16.01538462
260,0.029284526,0,0,0.850715474,0.08923077,0.030769231,0,0.307692308,29.07692308
261,0.024537759,0,0,0.652977034,0.115384616,0.207100592,0,0.266272189,29.20118343
262,0.122453532,0,0,0.15908493,0.264615384,0.453846154,0,1.8,24.6
263,0.001526807,0,0,0.80462704,0.012307692,0.181538462,0,0.015384615,29.95384615
264,0.201225999,0,0,0.789543232,0.003076924,0.006153846,0,2.015384615,23.95384615
265,0.188970748,0,0,0.307952329,0.316923076,0.183076923,0.003076923,2.492307692,22.52307692
266,0,0,0,0,0.393491125,0.596153846,0.01035503,0.236686391,29.28994083
267,0,0,0,0,0.98923077,0.003076923,0.007692308,0,30
268,0,0,0,0,0.830769231,0.163076923,0.006153846,0.169846154,28.89230769
269,0.499119476,0,0,0.071649755,0.304615384,0.12,0.004615385,2.908615385,11.03076923
270,0.190272123,0,0,0.040497107,0.643076924,0.126153846,0,2.094769231,16.33846154
271,0.163545589,0,0,0.045034293,0.624260356,0.162721893,0.00443787,1.878106509,17.75147929
272,0.089063653,0,0,0.00324404,0.778461538,0.1,0.029230769,2.137230769,16.06153846
273,0.218956768,0,0,0.01950477,0.68923077,0.06,0.012307692,2.462769231,13.93846154
274,0.073143813,0,0,0.176086956,0.633846154,0.107692308,0.009230769,0.764307692,25.01538462
275,0.468639054,0,0,0.117159763,0.292899408,0.112426036,0.00887574,2.694674556,12.4260355
276,0.102122016,0,0,0.167108753,0.532307692,0.198461538,0,0.934153846,23.90769231
277,0.11965035,0,0,0.014195804,0.544615384,0.321538462,0,1.670153846,19.10769231
278,0.320091198,0,0,0.00760111,0.538461538,0.129230769,0.004615385,2.682153846,12.50769231
279,0.288811189,0,0,0.346573427,0.184615384,0.18,0,1.521538462,20.07692308
280,0.149524513,0,0,0.00728022,0.5147929,0.298816568,0.029585799,1.816863905,18.15088757
281,0,0,0,0,0.852307693,0.123076923,0.024615385,1.783384615,18.36923077
282,0.323096749,0,0,0.007672482,0.532307692,0.129230769,0.007692308,2.682153846,12.50769231
283,0.285576923,0,0,0.199038461,0.40923077,0.104615385,0.001538462,1.868307692,17.81538462
284,0.265384615,0,0,0.088461538,0.375384616,0.264615385,0.006153846,1.868307692,17.81538462
285,0.373958888,0,0,0.001780757,0.49704142,0.115384615,0.01183432,2.857988166,11.36094675
286,0.193143813,0,0,0.213010033,0.32,0.261538462,0.012307692,1.238461538,21.92307692
287,0.255700674,0,0,0.010453172,0.486153846,0.235384615,0.012307692,2.250461538,15.32307692
288,0,0,0,0,0.8,0.176923077,0.023076923,1.542769231,19.93846154
289,0.027564103,0,0,0.003205128,0.52923077,0.42,0.02,1.217230769,22.06153846
290,0.330522058,0,0,0.000838889,0.50591716,0.158284024,0.00443787,2.681065089,12.5147929
291,0.247780821,0,0,0.092219178,0.443076924,0.216923077,0,1.882461538,17.72307692
292,0.068026756,0,0,0.105819398,0.643076924,0.176923077,0.006153846,0.891692308,24.18461538
293,0.015601945,0,0,0.001321132,0.793846154,0.14,0.049230769,1.755076923,18.55384615
294,0,0,0,0,0.892011834,0.082840237,0.025147929,1.04112426,23.21005917
295,0.055637513,0,0,0.14743941,0.492307692,0.298461538,0.006153846,0.566153846,26.30769231
296,0.10540943,0,0,0.166898263,0.218461538,0.506153846,0.003076923,0.679384615,25.56923077
297,0,0,0,0,0.415384615,0.576923077,0.007692308,0.261846154,28.29230769
298,0.009773756,0,0,0.039457014,0.32,0.626153846,0.004615385,0.207692308,28.75384615
299,0.503320855,0,0,0.267389204,0.198224852,0.031065089,0,2.613017751,12.95857988
300,0.56548096,0,0,0.006826732,0.403076924,0.023076923,0.001538462,3.517230769,7.061538462
301,0.173898601,0,0,0.12763986,0.48,0.210769231,0.007692308,1.436615385,20.63076923
302,0,0,0,0,0.747692308,0.241538462,0.010769231,1.203076923,22.15384615
303,0.568586235,0,0,0.213813765,0.016,0.2016,0,5.744,12.768
304,0.325851429,0,0,0.360548571,0.0832,0.2304,0,3.456,19.632
305,0.00283175,0,0,0.098706711,0.56923077,0.329230769,0,0.107692308,29.67692308
306,0.521514066,0,0,0.052885934,0.1024,0.3232,0,5.68,12.96
307,0.383062069,0,0,0.036137931,0.0896,0.4912,0,4.24,17.28
308,0,0,0.0064,0,0.416,0.5776,0,0.336,28.992
309,0,0,0,0.7472,0.0704,0.1824,0,0,30
310,0,0,0.289230769,0,0.323076923,0.387692308,0,0,30
311,0.004307692,0,0,0.131692308,0.4352,0.4288,0,0.112,29.664
312,0.090482424,0,0.0048,0.256717576,0.3616,0.2864,0,1.376,25.872
313,0.435074841,0,0,0.302525159,0.0384,0.224,0,4.464,16.608
314,0.681306241,0,0,0.147924528,0.135384616,0.035384615,0,7.369230769,7.892307692
315,0.379002353,0,0,0.313797647,0.2464,0.0608,0,4.464,16.608
316,0.749554817,0,0,0.194445183,0.0384,0.0176,0,7.648,7.056
317,0.292734341,0,0,0.337665659,0.2208,0.1488,0,3.44,19.68
318,0,0,0.0032,0,0.872,0.1248,0,0,30
319,0.067202233,0,0,0.174336228,0.28,0.478461538,0,1.061538462,26.81538462
320,0,0,0,0,0.7968,0.2032,0,1.824,24.528
321,0.655526848,0,0,0.117273152,0.0992,0.128,0,6.976,9.072
322,0.9808,0,0,0.0192,0,0,0,9.808,0.576
323,0.9152,0,0,0.0784,0,0.0064,0,9.152,2.544
324,0.509841939,0,0,0.044004215,0.015384616,0.430769231,0,5.169230769,14.49230769
325,0.159438168,0,0,0.011761832,0.0768,0.752,0,1.952,24.144
326,0.020645161,0,0,0.003354839,0.2496,0.7264,0,1.28,26.16
327,0.000376471,0,0,0.012423529,0.0832,0.904,0,0.016,29.952
328,0,0,0,0,0.1504,0.8496,0,0,30
329,0,0,0,0,0.295384615,0.704615385,0,0.030769231,29.90769231
330,0,0,0,0,0.3216,0.6784,0,0,30
331,0,0,0,0,0.3728,0.6272,0,0,30
332,0,0,0,0,0.7264,0.2736,0,0,30
333,0,0,0,0,0.926153846,0.073846154,0,0,30
334,0,0,0.0064,0,0.752,0.2416,0,0,30
335,0,0,0,0,0.6336,0.3664,0,0.08,29.76
336,0,0,0,0,0.8416,0.1584,0,0.624,28.128
337,0.06846778,0,0,0.45313222,0.2976,0.1808,0,0.88,27.36
338,0.001305361,0,0,0.171002331,0.467692308,0.36,0,0.030769231,29.90769231
339,0,0,0,0,0.6064,0.3936,0,0.144,29.568
340,0,0,0.0064,0,0.6144,0.3792,0,0.768,27.696
341,0,0,0.0048,0,0.4464,0.5488,0,0.128,29.616
342,0,0,0.0032,0,0.4928,0.504,0,0,30
343,0,0,0.001538462,0,0.36,0.638461538,0,0,30
344,0,0,0,0,0.3632,0.6368,0,0,30
345,0,0,0.008,0,0.296,0.696,0,0,30
346,0,0,0.0064,0,0.2864,0.7072,0,0,30
347,0,0,0.0096,0,0.7104,0.28,0,0,30
348,0,0,0,0.030769231,0.621538462,0.347692308,0,0,30
349,0,0,0,0.3008,0.2528,0.4464,0,0,30
350,0,0,0,0.424,0.3456,0.2304,0,0,30
351,0,0,0,0.424,0.4192,0.1568,0,0,30
352,0,0,0,0.387692308,0.298461538,0.313846154,0,0,30
353,0,0,0.0016,0,0.88,0.1184,0,0,30
354,0,0,0,0,0.68,0.32,0,0,30
355,0,0,0.0016,0,0.8144,0.16,0.024,0,30
356,0,0,0.0016,0,0.8608,0.0768,0.0608,0,30
357,0,0,0.003076923,0,0.650769231,0.192307692,0.153846154,0,30
358,0,0,0.0096,0,0.7792,0.0992,0.112,0,30
359,0,0,0.0064,0,0.7296,0.1824,0.0816,0.192,29.424
360,0,0,0,0,0.744,0.144,0.112,0.544,28.368
361,9.61E-05,0,0.0048,0.011103863,0.7232,0.2016,0.0592,0.032,29.904
362,0.003286713,0,0.007692308,0.285944056,0.504615384,0.189230769,0.009230769,0.061538462,29.81538462
363,0.507232,0,0,0.073568,0.2784,0.1376,0.0032,6.288,11.136
364,0.465938326,0,0,0.158061674,0.2048,0.1648,0.0064,5.424,13.728
365,0,0,0,0.9696,0,0.0304,0,0,30
366,0,0,0,0.3568,0.5216,0.0864,0.0352,0,30
367,0,0,0,0,0.812307693,0.133846154,0.053846154,0.707692308,27.87692308
368,0.005088889,0,0,0.001311111,0.9088,0.0832,0.0016,2.29024,19.008
369,0.046883721,0,0,0.457116279,0.368,0.1248,0.0032,0.2944,28.08
370,0.130669909,0,0,0.024530091,0.7424,0.1024,0,2.03872,16.704
371,0.284444444,0,0,0.035555556,0.3968,0.2832,0,2.11968,16.176
372,0.027502959,0,0,0.227881656,0.48923077,0.253846154,0.001538462,0.247692308,28.38461538
373,0.613000425,0,0,0.017399575,0.2464,0.1232,0,3.37088,8.016
374,0.336414986,0,0,0.047585014,0.3424,0.2736,0,2.23744,15.408
375,0.092119149,0,0,0.330280851,0.3584,0.1968,0.0224,0.60352,26.064
376,0.086779811,0,0,0.210143266,0.48,0.2,0.023076923,0.721846154,25.29230769
377,0.154365217,0,0,0.352834783,0.2368,0.2528,0.0032,0.87584,24.288
378,0.095299681,0,0,0.194300319,0.4224,0.288,0,0.75808,25.056
379,0.091940836,0,0,0.165659164,0.48,0.2624,0,0.81696,24.672
380,0.021319614,0,0,0.215480386,0.5216,0.2384,0.0032,0.20608,28.656
381,0,0,0,0,0.8,0.167692308,0.032307692,1.670153846,19.10769231
